,id,release,release_date,opening_revenue,percent_of_total_revenue,opening_theaters,genre_ids,original_language,popularity,vote_average,vote_count,budget,genres,imdb_id,origin_country,production_companies,production_countries,revenue,runtime,belongs_to_collection.id,belongs_to_collection.name,position_in_series,previous_film_release,previous_film_rating,cast_xp_median,cast_xp_sum,cast_rating_max,director,director_xp,director_rating_median,director_rating_max,writer,writer_xp_median,writer_xp_sum,writer_rating_median,writer_rating_max,production_room,writers_room,sound_room,crew,based_on_novel
431,5126,Martian Child,2007-11-02,"$3,650,000",-,"2,020","[35, 18]",en,11.112,6.662,300,27000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",tt0415965,['US'],"[{'id': 12, 'logo_path': '/2ycs64eqV5rqKYHyQK0GVoKGvfX.png', 'name': 'New Line Cinema', 'origin_country': 'US'}, {'id': 208245, 'logo_path': None, 'name': 'Hannah Rachel Production Services', 'origin_country': ''}, {'id': 174617, 'logo_path': None, 'name': 'Meradin Zweite Productions', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",9400000,106,,,1.0,0.0,0.0,34.0,159.0,10.0,736.0,12.0,6.201,7.8,41321.0,2.5,5.0,5.8,5.8,8.0,2.0,1.0,23.0,0.0
432,1267,Meet the Robinsons,2007-03-23,"$25,123,781",25.70%,"3,413","[16, 35, 10751]",en,65.062,6.912,2821,150000000,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",tt0396555,['US'],"[{'id': 2, 'logo_path': '/wdrCwmRnLFJhEoH8GSfymY85KHT.png', 'name': 'Walt Disney Pictures', 'origin_country': 'US'}, {'id': 6125, 'logo_path': '/tzsMJBJZINu7GHzrpYzpReWhh66.png', 'name': 'Walt Disney Animation Studios', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",169332978,95,,,1.0,0.0,0.0,2.0,12.0,7.563,16842.0,6.0,0.0,7.563,60678.0,4.0,8.0,5.6274999999999995,7.971,8.0,3.0,3.0,33.0,0.0
433,4566,Michael Clayton,2007-09-28,"$719,910",1.50%,15,"[18, 53, 80]",en,8.15,6.8,1707,25000000,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",tt0465538,['US'],"[{'id': 97, 'logo_path': '/7znWcbDd4PcJzJUlJxYqAlPPykp.png', 'name': 'Castle Rock Entertainment', 'origin_country': 'US'}, {'id': 932, 'logo_path': None, 'name': 'Mirage Enterprises', 'origin_country': 'US'}, {'id': 129, 'logo_path': '/nmnWiA0Xf0uve4Hw3HKWdVE5tH1.png', 'name': 'Section Eight', 'origin_country': 'US'}, {'id': 2089, 'logo_path': None, 'name': 'Samuels Media', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",92991835,119,,,1.0,0.0,0.0,51.0,254.0,10.0,19242.0,13.0,7.205,7.467,19242.0,13.0,13.0,7.205,7.467,10.0,1.0,5.0,47.0,0.0
434,1268,Mr. Bean's Holiday,2007-03-22,"$9,889,780",29.70%,"1,714","[10751, 35]",en,43.455,6.357,2818,25000000,"[{'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}]",tt0453451,['GB'],"[{'id': 686, 'logo_path': '/qMVjV8YFbxXrGVF4wD6hRjllVbr.png', 'name': 'Tiger Aspect', 'origin_country': 'GB'}, {'id': 10163, 'logo_path': '/16KWBMmfPX0aJzDExDrPxSLj0Pg.png', 'name': 'Working Title Films', 'origin_country': 'GB'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",232225908,90,103372.0,Mr. Bean Collection,2.0,3549.0,6.459,56.5,209.0,10.0,16356.0,12.0,7.1,10.0,16358.0,3.5,7.0,6.3,9.1,11.0,3.0,20.0,67.0,0.0
435,3432,Mr. Brooks,2007-06-01,"$10,017,067",35.10%,"2,453","[80, 53]",en,14.531,6.93,1674,20000000,"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",tt0780571,['US'],"[{'id': 7295, 'logo_path': '/62E1B91PxZw8q4KNkge5Qemo7EM.png', 'name': 'Relativity Media', 'origin_country': 'US'}, {'id': 335, 'logo_path': '/bMYVrBCfGvDDc3tCSjHbnIWCtbX.png', 'name': 'Tig Productions', 'origin_country': 'US'}, {'id': 2273, 'logo_path': None, 'name': 'Eden Rock Media', 'origin_country': 'US'}, {'id': 2274, 'logo_path': None, 'name': 'Element Films', 'origin_country': 'IE'}]","[{'iso_3166_1': 'IE', 'name': 'Ireland'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",48443734,120,,,1.0,0.0,0.0,43.0,220.0,10.0,3028.0,13.0,6.475,7.856,3028.0,14.0,28.0,6.387499999999999,7.856,14.0,2.0,17.0,88.0,0.0
436,2284,Mr. Magorium's Wonder Emporium,2007-11-14,"$9,630,085",30%,"3,164","[10751, 14, 35]",en,23.822,6.2,1234,65000000,"[{'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}]",tt0457419,"['CA', 'US']","[{'id': 11576, 'logo_path': '/nPWH2auzLf3DLXRlhqqAZnsWLyv.png', 'name': 'Ontario Media Development Corporation', 'origin_country': 'CA'}, {'id': 771, 'logo_path': '/fQpEeXgCVsXQkVVFMMjrrkOFja3.png', 'name': 'Mandate Pictures', 'origin_country': 'US'}, {'id': 10221, 'logo_path': '/99VfWRgKasZoyK9UVB39gnYvFrZ.png', 'name': 'Walden Media', 'origin_country': 'US'}, {'id': 1811, 'logo_path': '/3yDJuCucOl41d9z3712l5gER0Md.png', 'name': 'FilmColony', 'origin_country': 'US'}, {'id': 66078, 'logo_path': None, 'name': 'Gang of Two Productions', 'origin_country': 'US'}, {'id': 181992, 'logo_path': None, 'name': 'Mandate International', 'origin_country': 'US'}, {'id': 25, 'logo_path': '/qZCc1lty5FzX30aOCVRBLzaVmcp.png', 'name': '20th Century Fox', 'origin_country': 'US'}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",69500000,93,,,1.0,0.0,0.0,25.0,163.0,10.0,23539.0,1.0,7.3,7.3,23539.0,1.0,1.0,7.3,7.3,14.0,1.0,18.0,61.0,0.0
437,13257,Mr. Woodcock,2007-09-14,"$9,100,000",-,"2,231","[35, 10749]",en,14.799,5.054,433,22000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",tt0419984,['US'],"[{'id': 7741, 'logo_path': None, 'name': 'Landscape Entertainment', 'origin_country': ''}, {'id': 1565, 'logo_path': None, 'name': 'Avery Pix', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",33700000,87,,,1.0,0.0,0.0,28.0,229.0,10.0,50767.0,0.0,,,113862.0,,0.0,,,15.0,2.0,15.0,80.0,0.0
438,11172,Music and Lyrics,2007-02-09,"$13,623,630",26.90%,"2,955","[35, 10402, 10749]",en,31.312,6.4,1646,40000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",tt0758766,['US'],"[{'id': 97, 'logo_path': '/7znWcbDd4PcJzJUlJxYqAlPPykp.png', 'name': 'Castle Rock Entertainment', 'origin_country': 'US'}, {'id': 79, 'logo_path': '/at4uYdwAAgNRKhZuuFX8ShKSybw.png', 'name': 'Village Roadshow Pictures', 'origin_country': 'US'}, {'id': 10222, 'logo_path': None, 'name': 'Reserve Room', 'origin_country': ''}, {'id': 19813, 'logo_path': None, 'name': 'Flower Films', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",145896422,105,,,1.0,0.0,0.0,39.0,147.0,10.0,18323.0,11.0,5.737,6.5,18323.0,11.0,11.0,5.737,6.5,14.0,1.0,1.0,31.0,0.0
439,14043,Nancy Drew,2007-06-15,"$6,832,318",26.70%,"2,612","[10751, 12, 80, 9648, 35]",en,13.926,6.1,508,20000000,"[{'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}, {'id': 35, 'name': 'Comedy'}]",tt0479500,['US'],"[{'id': 2596, 'logo_path': None, 'name': 'Jerry Weintraub Productions', 'origin_country': 'US'}, {'id': 449, 'logo_path': '/fV3x8bowlRCXKtkWDovLYco7cOK.png', 'name': 'Virtual Studios', 'origin_country': 'US'}, {'id': 174, 'logo_path': '/zhD3hhtKB5qyv7ZeL4uLpNxgMVU.png', 'name': 'Warner Bros. Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",30715465,99,,,1.0,0.0,0.0,6.0,51.0,8.1,41549.0,12.0,5.800000000000001,6.8,2804923.0,12.0,29.0,6.0,10.0,9.0,5.0,10.0,53.0,1.0
440,6637,National Treasure: Book of Secrets,2007-12-13,"$44,783,772",20.40%,"3,832","[28, 12, 9648, 53]",en,25.691,6.354,5081,130000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",tt0465234,['US'],"[{'id': 2, 'logo_path': '/wdrCwmRnLFJhEoH8GSfymY85KHT.png', 'name': 'Walt Disney Pictures', 'origin_country': 'US'}, {'id': 130, 'logo_path': '/c9dVHPOL3cqCr2593Ahk0nEKTEM.png', 'name': 'Jerry Bruckheimer Films', 'origin_country': 'US'}, {'id': 831, 'logo_path': '/vLENXiYTyITnMDrTKabUXhgTKX2.png', 'name': 'Saturn Films', 'origin_country': 'US'}, {'id': 19097, 'logo_path': None, 'name': 'Junction Entertainment', 'origin_country': 'US'}, {'id': 20012, 'logo_path': None, 'name': 'Sparkler Entertainment', 'origin_country': ''}, {'id': 20013, 'logo_path': None, 'name': 'NT2 Productions', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",459200000,124,52984.0,National Treasure Collection,2.0,1119.0,6.6,66.0,227.0,10.0,12962.0,16.0,6.405,7.0,21157.0,18.0,137.0,6.162,7.8,14.0,10.0,36.0,158.0,0.0
441,1738,Next,2007-04-25,"$7,133,049",39.20%,"2,725","[28, 878, 53]",en,24.234,6.1,2918,70000000,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",tt0435705,['US'],"[{'id': 449, 'logo_path': '/fV3x8bowlRCXKtkWDovLYco7cOK.png', 'name': 'Virtual Studios', 'origin_country': 'US'}, {'id': 497, 'logo_path': '/wmxHM7w6JxbPwaopC6Sl4QSG2uH.png', 'name': 'Revolution Studios', 'origin_country': 'US'}, {'id': 831, 'logo_path': '/vLENXiYTyITnMDrTKabUXhgTKX2.png', 'name': 'Saturn Films', 'origin_country': 'US'}, {'id': 4, 'logo_path': '/gz66EfNoYPqHTYI4q9UEN4CbHRc.png', 'name': 'Paramount Pictures', 'origin_country': 'US'}, {'id': 8000, 'logo_path': '/f8NwLg72BByt3eav7lX1lcJfe60.png', 'name': 'Broken Road Productions', 'origin_country': 'US'}, {'id': 7380, 'logo_path': None, 'name': 'Initial Entertainment Group', 'origin_country': 'US'}, {'id': 15763, 'logo_path': None, 'name': 'Eyetronics', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",76066841,96,,,1.0,0.0,0.0,51.0,220.0,8.4,7256.0,14.0,6.1690000000000005,7.4,1582654.0,11.5,52.0,6.2535,7.9,17.0,5.0,13.0,101.0,1.0
442,6977,No Country for Old Men,2007-06-13,"$1,202,000",-,28,"[80, 18, 53]",en,47.851,7.944,11899,25000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",tt0477348,['US'],"[{'id': 14, 'logo_path': '/m6AHu84oZQxvq7n1rsvMNJIAsMu.png', 'name': 'Miramax', 'origin_country': 'US'}, {'id': 838, 'logo_path': '/tcW3UqV46Mdq6GyaS1ydEDocEDF.png', 'name': 'Paramount Vantage', 'origin_country': 'US'}, {'id': 258, 'logo_path': None, 'name': 'Scott Rudin Productions', 'origin_country': 'US'}, {'id': 2092, 'logo_path': '/9IAf3DxvsjOVSQVjX5F22jTU4Nh.png', 'name': 'Mike Zoss Productions', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",171627166,122,,,1.0,0.0,0.0,32.0,206.0,10.0,1223.0,44.0,7.246,7.861,51736.0,26.0,98.0,7.072,7.861,22.0,4.0,10.0,108.0,1.0
443,3638,No Reservations,2007-06-15,"$11,704,357",27.20%,"2,425","[35, 10749, 18]",en,24.206,6.638,1313,28000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",tt0481141,"['US', 'AU']","[{'id': 97, 'logo_path': '/7znWcbDd4PcJzJUlJxYqAlPPykp.png', 'name': 'Castle Rock Entertainment', 'origin_country': 'US'}, {'id': 7747, 'logo_path': None, 'name': 'Storefront Pictures', 'origin_country': ''}, {'id': 79, 'logo_path': '/at4uYdwAAgNRKhZuuFX8ShKSybw.png', 'name': 'Village Roadshow Pictures', 'origin_country': 'US'}, {'id': 12202, 'logo_path': None, 'name': 'WV Films III', 'origin_country': ''}, {'id': 174, 'logo_path': '/zhD3hhtKB5qyv7ZeL4uLpNxgMVU.png', 'name': 'Warner Bros. Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'AU', 'name': 'Australia'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",92601050,104,,,1.0,0.0,0.0,22.0,111.0,10.0,33433.0,13.0,6.2,9.5,18903.0,5.0,10.0,4.9,7.3,16.0,2.0,17.0,110.0,0.0
444,9757,Norbit,2007-02-08,"$34,195,434",35.70%,"3,136",[35],en,35.97,5.7,2356,10000000,"[{'id': 35, 'name': 'Comedy'}]",tt0477051,['US'],"[{'id': 2184, 'logo_path': None, 'name': 'Tollin/Robbins Productions', 'origin_country': ''}, {'id': 1302, 'logo_path': '/zC3b70ixHh89qJIikLQPEvLqbPM.png', 'name': 'Davis Entertainment', 'origin_country': 'US'}, {'id': 7, 'logo_path': '/vru2SssLX3FPhnKZGtYw00pVIS9.png', 'name': 'DreamWorks Pictures', 'origin_country': 'US'}, {'id': 30, 'logo_path': None, 'name': 'Eddie Murphy Productions', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",159814490,102,,,1.0,0.0,0.0,20.0,147.0,10.0,53177.0,18.0,6.15,7.585,68208.0,7.0,71.0,6.0,7.7,7.0,6.0,1.0,29.0,0.0
445,298,Ocean's Thirteen,2007-06-05,"$36,133,403",30.80%,"3,565","[80, 53]",en,39.004,6.727,6262,85000000,"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",tt0496806,"['US', 'SI']","[{'id': 79, 'logo_path': '/at4uYdwAAgNRKhZuuFX8ShKSybw.png', 'name': 'Village Roadshow Pictures', 'origin_country': 'US'}, {'id': 174, 'logo_path': '/zhD3hhtKB5qyv7ZeL4uLpNxgMVU.png', 'name': 'Warner Bros. Pictures', 'origin_country': 'US'}, {'id': 129, 'logo_path': '/nmnWiA0Xf0uve4Hw3HKWdVE5tH1.png', 'name': 'Section Eight', 'origin_country': 'US'}, {'id': 2596, 'logo_path': None, 'name': 'Jerry Weintraub Productions', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",311312624,122,304.0,Ocean's Collection,3.0,908.0,6.568,48.0,235.0,8.439,1884.0,84.0,6.2,7.445,16304.0,8.0,29.0,6.4,7.445,15.0,4.0,13.0,124.0,0.0
446,5723,Once,2007-03-23,"$61,901",0.70%,2,"[18, 10402, 10749]",en,11.898,7.398,1287,160000,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",tt0907657,['IE'],"[{'id': 11571, 'logo_path': '/m8ANv8cvk8RfnYY3Cx3yTGjIAxd.png', 'name': 'Samson Films', 'origin_country': 'IE'}, {'id': 491, 'logo_path': '/5LvDUt3KmvRnXQ4NrdWJYHeuA8J.png', 'name': 'Summit Entertainment', 'origin_country': 'US'}, {'id': 1923, 'logo_path': '/ilgktofJY7OsURHfccJrug4GKdQ.png', 'name': 'RTÉ', 'origin_country': 'IE'}, {'id': 1898, 'logo_path': '/8ix6SGlJiyuUDxLBtY8E0PY2G7w.png', 'name': 'Fís Éireann/Screen Ireland', 'origin_country': 'IE'}]","[{'iso_3166_1': 'IE', 'name': 'Ireland'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",20710513,85,,,1.0,0.0,0.0,1.0,1.0,7.3,45117.0,19.0,0.0,7.0,45117.0,19.0,19.0,0.0,7.0,3.0,1.0,6.0,16.0,0.0
447,473993,Once,2007-01-01,"$61,901",0.70%,2,[],en,0.111,0.0,0,0,[],tt9805526,['US'],[],"[{'iso_3166_1': 'CA', 'name': 'Canada'}]",0,3,,,1.0,0.0,0.0,,,,1815202.0,20.0,0.0,10.0,,,,,,0.0,0.0,0.0,1.0,0.0
448,6023,P.S. I Love You,2007-11-15,"$6,481,221",12.10%,"2,454","[18, 10749]",en,17.391,7.2,3274,30000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",tt0431308,['US'],"[{'id': 412, 'logo_path': None, 'name': 'Wendy Finerman Productions', 'origin_country': ''}, {'id': 1088, 'logo_path': '/9WOE5AQUXbOtLU6GTwfjS8OMF0v.png', 'name': 'Alcon Entertainment', 'origin_country': 'US'}, {'id': 174, 'logo_path': '/zhD3hhtKB5qyv7ZeL4uLpNxgMVU.png', 'name': 'Warner Bros. Pictures', 'origin_country': 'US'}, {'id': 114744, 'logo_path': None, 'name': 'Grosvenor Park Films LLP', 'origin_country': ''}, {'id': 491, 'logo_path': '/5LvDUt3KmvRnXQ4NrdWJYHeuA8J.png', 'name': 'Summit Entertainment', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",156835339,126,,,1.0,0.0,0.0,28.0,167.0,10.0,2163.0,19.0,6.8,8.0,47283.0,12.5,25.0,6.7,8.0,9.0,3.0,1.0,22.0,1.0
449,13474,P2,2007-11-09,"$2,083,398",52.10%,"2,131","[27, 53]",en,24.017,6.213,823,3500000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",tt0804516,['US'],"[{'id': 491, 'logo_path': '/5LvDUt3KmvRnXQ4NrdWJYHeuA8J.png', 'name': 'Summit Entertainment', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",7766240,98,,,1.0,0.0,0.0,13.0,102.0,10.0,64211.0,0.0,,,59290.0,21.0,42.0,5.5,6.9,28.0,5.0,23.0,141.0,0.0
450,1534,Pathfinder,2007-01-11,"$5,001,214",48.90%,"1,720","[12, 28]",en,15.48,5.7,702,45000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}]",tt0446013,['US'],"[{'id': 444, 'logo_path': None, 'name': 'Dune Entertainment', 'origin_country': 'US'}, {'id': 11317, 'logo_path': '/hMboqqmeILXFeOJjuCsn3FvCIT3.png', 'name': 'Phoenix Pictures', 'origin_country': 'US'}, {'id': 445, 'logo_path': None, 'name': 'Major Studio Partners', 'origin_country': 'US'}, {'id': 25, 'logo_path': '/qZCc1lty5FzX30aOCVRBLzaVmcp.png', 'name': '20th Century Fox', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",30800000,99,,,1.0,0.0,0.0,6.0,93.0,8.707,29922.0,5.0,6.3,8.2,22558.0,6.5,13.0,5.941,7.1,27.0,2.0,25.0,189.0,0.0
451,7183,Perfect Stranger,2007-04-11,"$11,206,163",46.70%,"2,661","[53, 80, 9648]",en,21.774,5.8,914,60795000,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",tt0457433,['US'],"[{'id': 5, 'logo_path': '/71BqEFAF4V3qjjMPCpLuyJFB9A.png', 'name': 'Columbia Pictures', 'origin_country': 'US'}, {'id': 497, 'logo_path': '/wmxHM7w6JxbPwaopC6Sl4QSG2uH.png', 'name': 'Revolution Studios', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",73090611,109,,,1.0,0.0,0.0,47.0,246.0,10.0,15890.0,15.0,6.1,8.6,52001.0,5.0,10.0,5.8,7.3,8.0,2.0,1.0,18.0,0.0
452,285,Pirates of the Caribbean: At World's End,2007-05-19,"$114,732,820",37.10%,"4,362","[12, 14, 28]",en,91.188,7.3,14210,300000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}]",tt0449088,['US'],"[{'id': 130, 'logo_path': '/c9dVHPOL3cqCr2593Ahk0nEKTEM.png', 'name': 'Jerry Bruckheimer Films', 'origin_country': 'US'}, {'id': 19936, 'logo_path': None, 'name': 'Second Mate Productions', 'origin_country': 'US'}, {'id': 2, 'logo_path': '/wdrCwmRnLFJhEoH8GSfymY85KHT.png', 'name': 'Walt Disney Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",961000000,169,295.0,Pirates of the Caribbean Collection,3.0,317.0,7.4,33.0,238.0,10.0,1704.0,9.0,6.1,7.806,1706.0,24.5,118.0,6.9185,7.8,16.0,7.0,11.0,201.0,0.0
453,9963,Premonition,2007-02-08,"$17,558,689",36.70%,"2,831","[53, 18, 9648]",en,7.704,6.292,1542,20000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",tt0477071,['US'],"[{'id': 559, 'logo_path': '/eC0bWHVjnjUducyA6YFoEFqnPMC.png', 'name': 'TriStar Pictures', 'origin_country': 'US'}, {'id': 1172, 'logo_path': None, 'name': 'Hyde Park Entertainment', 'origin_country': 'US'}, {'id': 2378, 'logo_path': '/5xDJwLbyyt8IXuRAsR7kVibLDYF.png', 'name': 'Offspring Entertainment', 'origin_country': 'US'}, {'id': 21, 'logo_path': '/usUnaYV6hQnlVAXP6r4HwrlLFPG.png', 'name': 'Metro-Goldwyn-Mayer', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",84297309,96,,,1.0,0.0,0.0,15.5,74.0,7.6,61087.0,3.0,6.3,6.3,1392461.0,1.0,1.0,6.8,6.8,13.0,1.0,1.0,24.0,0.0
454,16385,Pride,2007-03-23,"$3,533,300",50.10%,"1,518",[18],en,11.379,6.7,58,20000000,"[{'id': 18, 'name': 'Drama'}]",tt0475355,['US'],"[{'id': 1632, 'logo_path': '/cisLn1YAUuptXVBa0xjq7ST9cH0.png', 'name': 'Lionsgate', 'origin_country': 'US'}, {'id': 5176, 'logo_path': None, 'name': 'Fortress Features', 'origin_country': ''}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",7094650,104,,,1.0,0.0,0.0,32.0,131.0,10.0,1037963.0,2.0,2.0,2.0,3721419.0,3.5,7.0,6.324,6.7,0.0,6.0,1.0,11.0,0.0
455,4283,Primeval,2007-01-12,"$6,048,315",57.10%,"2,444","[12, 27, 28]",en,16.206,6.042,393,0,"[{'id': 12, 'name': 'Adventure'}, {'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}]",tt0772193,['US'],"[{'id': 915, 'logo_path': '/4neXXpjSJDZPBGBnfWtqysB5htV.png', 'name': 'Hollywood Pictures', 'origin_country': 'US'}, {'id': 11733, 'logo_path': None, 'name': 'Pariah', 'origin_country': ''}, {'id': 1611, 'logo_path': None, 'name': 'Sarah James Productions', 'origin_country': ''}, {'id': 97307, 'logo_path': None, 'name': 'Film Africa Worldwide', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",15291277,93,,,1.0,0.0,0.0,14.0,139.0,9.5,35971.0,6.0,5.25,6.3,7214.0,17.5,35.0,4.9,7.6,6.0,2.0,1.0,17.0,0.0
456,2062,Ratatouille,2007-06-21,"$47,027,395",22.80%,"3,940","[16, 35, 10751, 14]",en,150.591,7.823,16932,150000000,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",tt0382932,['US'],"[{'id': 3, 'logo_path': '/1TjvGVDMYsj6JBxOAkUHpPEwLf7.png', 'name': 'Pixar', 'origin_country': 'US'}, {'id': 2, 'logo_path': '/wdrCwmRnLFJhEoH8GSfymY85KHT.png', 'name': 'Walt Disney Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",623726000,111,,,1.0,0.0,0.0,26.0,265.0,10.0,7087.0,16.0,7.256,7.947,2000488.0,4.0,88.0,7.262,8.259,11.0,20.0,56.0,390.0,0.0
457,16392,Redline,2007-04-13,"$3,962,385",57.60%,"1,607","[28, 53]",en,11.72,5.1,147,0,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",tt0780595,['US'],"[{'id': 59453, 'logo_path': None, 'name': 'Chicago Pictures', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",0,95,,,1.0,0.0,0.0,25.5,141.0,10.0,58797.0,23.0,6.452,7.2,3914025.0,,0.0,,,5.0,2.0,5.0,70.0,0.0
458,2355,Reign Over Me,2007-03-22,"$7,460,690",37.90%,"1,671",[18],en,28.346,7.199,1045,20000000,"[{'id': 18, 'name': 'Drama'}]",tt0490204,['US'],"[{'id': 5, 'logo_path': '/71BqEFAF4V3qjjMPCpLuyJFB9A.png', 'name': 'Columbia Pictures', 'origin_country': 'US'}, {'id': 3800, 'logo_path': None, 'name': 'Sunlight Productions', 'origin_country': 'US'}, {'id': 7295, 'logo_path': '/62E1B91PxZw8q4KNkge5Qemo7EM.png', 'name': 'Relativity Media', 'origin_country': 'US'}, {'id': 11708, 'logo_path': None, 'name': 'Madison 23', 'origin_country': 'US'}, {'id': 878, 'logo_path': '/e2AZdsQdkhN0qJhoN4TMYiVPLyb.png', 'name': 'Happy Madison Productions', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",22222308,124,,,1.0,0.0,0.0,31.0,169.0,10.0,24173.0,17.0,5.3,6.5,24173.0,17.0,17.0,5.3,6.5,5.0,1.0,7.0,29.0,0.0
459,5125,Rendition,2007-09-07,"$1,670,000",17.20%,"2,250","[18, 53]",en,16.321,6.4,657,27500000,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",tt0804522,['US'],"[{'id': 10039, 'logo_path': '/b8w4LldQolMKiLZw4FQJBcXSDGI.png', 'name': 'Anonymous Content', 'origin_country': 'US'}, {'id': 10040, 'logo_path': None, 'name': 'Level 1 Entertainment', 'origin_country': 'US'}, {'id': 20666, 'logo_path': None, 'name': 'MID Foundation', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",24748670,120,,,1.0,0.0,0.0,26.0,215.0,10.0,13079.0,9.0,5.0,6.9,1196742.0,2.0,2.0,1.0,1.0,14.0,1.0,2.0,42.0,0.0
